================================================================================
J1939 INTELLIGENT WAVEFORM & SIGNAL VERIFICATION HUB - CAN BUS TRACE LOG (.TXT)
Creators: Vishal Meyyappan R (3rd Year ECE - ACT) & Srikar (4th year ECE)
Institution: Chennai Institute of Technology (CIT Chennai) & STUST Taiwan
--------------------------------------------------------------------------------
Log Timestamp    : 9/14/2026, 3:27:26 PM
CAN Bus Bitrate  : 500 kbps (J1939-21 Extended 29-bit CAN ID)
Timing Mode      : Smooth Waveform (50 Hz)
Total Logged     : 11465 frames
================================================================================

  #Frame     Time(ms)  Dir  CAN_ID_29b  PGN    DLC  Data_Bytes_Hex (D0..D7)    Decoded_Physical_SPN_Values
------------------------------------------------------------------------------------------------------------------------
    2767    1662.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2768    1662.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2769    1662.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2770    1662.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2771    1662.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2772    1685.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2773    1685.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2774    1685.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2775    1708.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2776    1708.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2777    1735.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2778    1735.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2779    1735.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2780    1758.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2781    1758.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2782    1765.000  Tx  0x18FEF100  65265  8  FF 00 00 FF FF FF FF FF  [SPN 84 Wheel-Based Vehicle Speed: 0.00 km/h]
    2783    1765.000  Tx  0x18F0090B  61449  8  7F 7D FF 71 7D 7F 7D 7D  [SPN 1807 Steering Wheel Angle: 0.00 rad, SPN 1808 Yaw Rate: 0.00 rad/s, SPN 1809 Lateral Acceleration: 0.00 m/s2, SPN 1810 Longitudinal Acceleration: 0.00 m/s2]
    2784    1765.000  Tx  0x0CF00503  61445  8  FF FF FF 7D FF FF FF FF  [SPN 523 Transmission Current Gear: 0.00 gear]
    2785    1765.000  Tx  0x18F0010B  61441  8  FF 00 FF FF FF FF FF FF  [SPN 521 Brake Pedal Position: 0.00 %]
    2786    1765.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2787    1765.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2788    1765.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2789    1765.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2790    1778.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2791    1778.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2792    1785.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2793    1810.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2794    1810.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2795    1836.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2796    1836.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2797    1836.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2798    1860.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2799    1860.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2800    1865.000  Tx  0x18FEF100  65265  8  FF 00 00 FF FF FF FF FF  [SPN 84 Wheel-Based Vehicle Speed: 0.00 km/h]
    2801    1865.000  Tx  0x18F0090B  61449  8  7F 7D FF 71 7D 7F 7D 7D  [SPN 1807 Steering Wheel Angle: 0.00 rad, SPN 1808 Yaw Rate: 0.00 rad/s, SPN 1809 Lateral Acceleration: 0.00 m/s2, SPN 1810 Longitudinal Acceleration: 0.00 m/s2]
    2802    1865.000  Tx  0x0CF00503  61445  8  FF FF FF 7D FF FF FF FF  [SPN 523 Transmission Current Gear: 0.00 gear]
    2803    1865.000  Tx  0x18F0010B  61441  8  FF 00 FF FF FF FF FF FF  [SPN 521 Brake Pedal Position: 0.00 %]
    2804    1865.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2805    1865.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2806    1865.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2807    1865.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2808    1885.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2809    1885.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2810    1895.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2811    1895.000  Tx  0x18FEFF00  65279  8  FC FF FF FF FF FF FF FF  [SPN 97 Water In Fuel Indicator: 0.00 state]
    2812    1908.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2813    1908.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2814    1928.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2815    1928.000  Tx  0x18FEEE00  65262  8  28 20 22 FF FF FF FF FF  [SPN 110 Engine Coolant Temperature: 0.00 degC, SPN 175 Engine Oil Temperature 1: 0.00 degC]
    2816    1928.000  Tx  0x18FEF803  65272  8  FF FF FF 00 20 22 FF FF  [SPN 127 Transmission Oil Pressure: 0.00 kPa, SPN 177 Transmission Oil Temperature: 0.00 degC]
    2817    1928.000  Tx  0x18FEFA0B  65274  8  00 FF FF FF FF FF FF FF  [SPN 116 Brake Application Pressure: 0.00 kPa]
    2818    1928.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2819    1928.000  Tx  0x18FE5600  65110  8  00 28 FF FF FF FF FF FF  [SPN 1761 SCR Catalyst Tank Level: 0.00 %, SPN 3031 SCR Catalyst Tank Temperature: 0.00 degC]
    2820    1928.000  Tx  0x18FEF500  65269  8  00 20 22 20 22 28 20 22  [SPN 108 Barometric Pressure: 0.00 kPa, SPN 170 Cab Interior Temperature: 0.00 degC, SPN 171 Ambient Air Temperature: 0.00 degC, SPN 172 Engine Air Inlet Temperature: 0.00 degC, SPN 79 Road Surface Temperature: 0.00 degC]
    2821    1928.000  Tx  0x18FEF700  65271  8  7D FF 00 00 00 00 FF FF  [SPN 115 Alternator Current: 0.00 A, SPN 167 Battery Potential (Voltage): 0.00 V, SPN 168 Battery Potential / Power Input 1: 0.00 V]
    2822    1928.000  Tx  0x18FEBD00  65213  8  00 FF 00 00 FF FF FF FF  [SPN 1639 Estimated Fan Speed Percent: 0.00 %, SPN 975 Fan Speed: 0.00 rpm]
    2823    1928.000  Tx  0x18FEFC00  65276  8  00 00 FF FF FF FF FF FF  [SPN 80 Washer Fluid Level: 0.00 %, SPN 96 Fuel Level 1: 0.00 %]
    2824    1928.000  Tx  0x18FEE600  65254  8  00 00 00 01 01 00 FF FF  [SPN 959 Seconds: 0.00 s, SPN 960 Minutes: 0.00 min, SPN 961 Hours: 0.00 hr, SPN 963 Month: 1.00 month, SPN 962 Day: 0.25 day, SPN 964 Year: 1985.00 yr]
    2825    1936.000  Tx  0x18FEEF00  65263  8  00 FF FF 00 FF FF FF FF  [SPN 98 Engine Oil Level: 0.00 %, SPN 100 Engine Oil Pressure: 0.00 kPa]
    2826    1936.000  Tx  0x18FEF600  65270  8  FF 00 FF FF FF FF FF FF  [SPN 102 Engine Intake Manifold #1 Pressure: 0.00 kPa]
    2827    1946.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2828    1961.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2829    1961.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2830    1966.000  Tx  0x18FEF100  65265  8  FF 00 00 FF FF FF FF FF  [SPN 84 Wheel-Based Vehicle Speed: 0.00 km/h]
    2831    1966.000  Tx  0x18F0090B  61449  8  7F 7D FF 71 7D 7F 7D 7D  [SPN 1807 Steering Wheel Angle: 0.00 rad, SPN 1808 Yaw Rate: 0.00 rad/s, SPN 1809 Lateral Acceleration: 0.00 m/s2, SPN 1810 Longitudinal Acceleration: 0.00 m/s2]
    2832    1966.000  Tx  0x0CF00503  61445  8  FF FF FF 7D FF FF FF FF  [SPN 523 Transmission Current Gear: 0.00 gear]
    2833    1966.000  Tx  0x18F0010B  61441  8  FF 00 FF FF FF FF FF FF  [SPN 521 Brake Pedal Position: 0.00 %]
    2834    1966.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2835    1966.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2836    1966.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2837    1966.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2838    1986.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2839    1986.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2840    2009.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2841    2009.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2842    2009.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2843    2036.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2844    2036.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2845    2059.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2846    2059.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2847    2059.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2848    2077.000  Tx  0x18FEF100  65265  8  FF 00 00 FF FF FF FF FF  [SPN 84 Wheel-Based Vehicle Speed: 0.00 km/h]
    2849    2077.000  Tx  0x18F0090B  61449  8  7F 7D FF 71 7D 7F 7D 7D  [SPN 1807 Steering Wheel Angle: 0.00 rad, SPN 1808 Yaw Rate: 0.00 rad/s, SPN 1809 Lateral Acceleration: 0.00 m/s2, SPN 1810 Longitudinal Acceleration: 0.00 m/s2]
    2850    2077.000  Tx  0x0CF00503  61445  8  FF FF FF 7D FF FF FF FF  [SPN 523 Transmission Current Gear: 0.00 gear]
    2851    2077.000  Tx  0x18F0010B  61441  8  FF 00 FF FF FF FF FF FF  [SPN 521 Brake Pedal Position: 0.00 %]
    2852    2077.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2853    2077.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2854    2077.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2855    2077.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2856    2085.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2857    2085.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2858    2108.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2859    2108.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2860    2116.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2861    2128.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2862    2128.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2863    2159.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2864    2159.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2865    2166.000  Tx  0x18F00200  61442  8  FF 00 00 FF FF FF FF FF  [SPN 91 Accelerator Pedal Position 1: 0.00 %, SPN 92 Engine Percent Load At Current Speed: 0.00 %]
    2866    2177.000  Tx  0x18FEF100  65265  8  FF 00 00 FF FF FF FF FF  [SPN 84 Wheel-Based Vehicle Speed: 0.00 km/h]
    2867    2177.000  Tx  0x18F0090B  61449  8  7F 7D FF 71 7D 7F 7D 7D  [SPN 1807 Steering Wheel Angle: 0.00 rad, SPN 1808 Yaw Rate: 0.00 rad/s, SPN 1809 Lateral Acceleration: 0.00 m/s2, SPN 1810 Longitudinal Acceleration: 0.00 m/s2]
    2868    2177.000  Tx  0x0CF00503  61445  8  FF FF FF 7D FF FF FF FF  [SPN 523 Transmission Current Gear: 0.00 gear]
    2869    2177.000  Tx  0x18F0010B  61441  8  FF 00 FF FF FF FF FF FF  [SPN 521 Brake Pedal Position: 0.00 %]
    2870    2177.000  Tx  0x18F0000F  61440  8  FF 7D FF FF FF FF FF FF  [SPN 520 Actual Retarder Percent Torque: 0.00 %]
    2871    2177.000  Tx  0x18FDB300  64947  8  20 22 20 22 FF FF FF FF  [SPN 3250 DPF Inlet Gas Temperature: 0.00 degC, SPN 3246 DPF Outlet Gas Temperature: 0.00 degC]
    2872    2177.000  Tx  0x18FEA600  65190  8  00 00 00 00 FF FF FF FF  [SPN 1127 Turbocharger 1 Boost Pressure: 0.00 kPa, SPN 103 Turbocharger Speed: 0.00 rpm]
    2873    2177.000  Tx  0x18FEF200  65266  8  00 00 00 00 00 00 FF FF  [SPN 183 Engine Fuel Rate: 0.00 L/h, SPN 184 Engine Instantaneous Fuel Economy: 0.00 km/L, SPN 185 Engine Average Fuel Economy: 0.00 km/L]
    2874    2185.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
    2875    2185.000  Tx  0x18F02300  61475  8  00 00 FF FF FF FF FF FF  [SPN 4331 SCR Actual Dosing Reagent Quantity: 0.00 g/h]
    2876    2207.000  Tx  0x0CF00400  61444  8  F0 7D 7D 00 00 FF FF 7D  [SPN 899 Engine Torque Mode: 0.00 state, SPN 512 Driver Demand Engine Torque: 0.00 %, SPN 513 Actual Engine Percent Torque: 0.00 %, SPN 190 Engine Speed: 0.00 rpm, SPN 2432 Engine Demand Percent Torque: 0.00 %]
