Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,CAN1.EEC2.Accel_Pedal_Pos,CAN1.EBC1.Brake_Pedal_Pos,CAN1.CCVS1.Vehicle_Speed,CAN1.LFE.Engine_Fuel_Rate,CAN1.LFE.Engine_Inst_Fuel_Economy,CAN1.LFE.Engine_Avg_Fuel_Economy,Raw Data
8.022058,2026-08-31 04:46:57.430,,0,,,,,,CAN=8.022058 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.022648,2026-08-31 04:46:57.430,,,0,,,,,CAN=8.022648 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.023238,2026-08-31 04:46:57.431,,,,0,,,,CAN=8.023238 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.023832,2026-08-31 04:46:57.431,,,,,0,0,0,CAN=8.023832 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.041543,2026-08-31 04:46:57.449,0,,,,,,,CAN=8.041543 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.061618,2026-08-31 04:46:57.469,0,,,,,,,CAN=8.061618 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.071653,2026-08-31 04:46:57.479,,0,,,,,,CAN=8.071653 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.081689,2026-08-31 04:46:57.489,0,,,,,,,CAN=8.081689 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.101756,2026-08-31 04:46:57.509,0,,,,,,,CAN=8.101756 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.121831,2026-08-31 04:46:57.529,0,,,,,,,CAN=8.121831 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.122413,2026-08-31 04:46:57.530,,0,,,,,,CAN=8.122413 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.123003,2026-08-31 04:46:57.531,,,0,,,,,CAN=8.123003 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.123593,2026-08-31 04:46:57.531,,,,0,,,,CAN=8.123593 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.124187,2026-08-31 04:46:57.532,,,,,0,0,0,CAN=8.124187 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.1419,2026-08-31 04:46:57.549,0,,,,,,,CAN=8.1419 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.161973,2026-08-31 04:46:57.569,0,,,,,,,CAN=8.161973 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.172006,2026-08-31 04:46:57.580,,0,,,,,,CAN=8.172006 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.182036,2026-08-31 04:46:57.590,0,,,,,,,CAN=8.182036 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.202105,2026-08-31 04:46:57.610,0,,,,,,,CAN=8.202105 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.222174,2026-08-31 04:46:57.630,0,,,,,,,CAN=8.222174 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.222756,2026-08-31 04:46:57.630,,0,,,,,,CAN=8.222756 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.223345,2026-08-31 04:46:57.631,,,0,,,,,CAN=8.223345 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.223935,2026-08-31 04:46:57.631,,,,0,,,,CAN=8.223935 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.224531,2026-08-31 04:46:57.632,,,,,0,0,0,CAN=8.224531 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.242243,2026-08-31 04:46:57.650,0,,,,,,,CAN=8.242243 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.262317,2026-08-31 04:46:57.670,0,,,,,,,CAN=8.262317 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.272352,2026-08-31 04:46:57.680,,0,,,,,,CAN=8.272352 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.282388,2026-08-31 04:46:57.690,0,,,,,,,CAN=8.282388 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.302458,2026-08-31 04:46:57.710,0,,,,,,,CAN=8.302458 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.322523,2026-08-31 04:46:57.730,0,,,,,,,CAN=8.322523 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.323105,2026-08-31 04:46:57.731,,0,,,,,,CAN=8.323105 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.323695,2026-08-31 04:46:57.731,,,0,,,,,CAN=8.323695 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.324284,2026-08-31 04:46:57.732,,,,0,,,,CAN=8.324284 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.324878,2026-08-31 04:46:57.732,,,,,0,0,0,CAN=8.324878 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.342596,2026-08-31 04:46:57.750,0,,,,,,,CAN=8.342596 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.362662,2026-08-31 04:46:57.770,0,,,,,,,CAN=8.362662 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.372701,2026-08-31 04:46:57.780,,0,,,,,,CAN=8.372701 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.382736,2026-08-31 04:46:57.790,0,,,,,,,CAN=8.382736 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.402805,2026-08-31 04:46:57.810,0,,,,,,,CAN=8.402805 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.422871,2026-08-31 04:46:57.830,0,,,,,,,CAN=8.422871 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.423452,2026-08-31 04:46:57.831,,0,,,,,,CAN=8.423452 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.424042,2026-08-31 04:46:57.832,,,0,,,,,CAN=8.424042 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.424632,2026-08-31 04:46:57.832,,,,0,,,,CAN=8.424632 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.425226,2026-08-31 04:46:57.833,,,,,0,0,0,CAN=8.425226 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.442944,2026-08-31 04:46:57.850,0,,,,,,,CAN=8.442944 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.463015,2026-08-31 04:46:57.871,0,,,,,,,CAN=8.463015 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.473055,2026-08-31 04:46:57.881,,0,,,,,,CAN=8.473055 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.483086,2026-08-31 04:46:57.891,0,,,,,,,CAN=8.483086 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.503158,2026-08-31 04:46:57.911,0,,,,,,,CAN=8.503158 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.523229,2026-08-31 04:46:57.931,0,,,,,,,CAN=8.523229 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.523811,2026-08-31 04:46:57.931,,0,,,,,,CAN=8.523811 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.524403,2026-08-31 04:46:57.932,,,0,,,,,CAN=8.524403 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.52499,2026-08-31 04:46:57.932,,,,0,,,,CAN=8.52499 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.525584,2026-08-31 04:46:57.933,,,,,0,0,0,CAN=8.525584 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.543303,2026-08-31 04:46:57.951,0,,,,,,,CAN=8.543303 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.563373,2026-08-31 04:46:57.971,0,,,,,,,CAN=8.563373 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.573408,2026-08-31 04:46:57.981,,0,,,,,,CAN=8.573408 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.583439,2026-08-31 04:46:57.991,0,,,,,,,CAN=8.583439 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.603511,2026-08-31 04:46:58.011,0,,,,,,,CAN=8.603511 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.62358,2026-08-31 04:46:58.031,0,,,,,,,CAN=8.62358 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.624162,2026-08-31 04:46:58.032,,0,,,,,,CAN=8.624162 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.624752,2026-08-31 04:46:58.032,,,0,,,,,CAN=8.624752 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.625342,2026-08-31 04:46:58.033,,,,0,,,,CAN=8.625342 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.625936,2026-08-31 04:46:58.033,,,,,0,0,0,CAN=8.625936 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.643649,2026-08-31 04:46:58.051,0,,,,,,,CAN=8.643649 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.663719,2026-08-31 04:46:58.071,0,,,,,,,CAN=8.663719 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.673754,2026-08-31 04:46:58.081,,0,,,,,,CAN=8.673754 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.683789,2026-08-31 04:46:58.091,0,,,,,,,CAN=8.683789 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.703858,2026-08-31 04:46:58.111,0,,,,,,,CAN=8.703858 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.723926,2026-08-31 04:46:58.131,0,,,,,,,CAN=8.723926 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.724508,2026-08-31 04:46:58.132,,0,,,,,,CAN=8.724508 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.725098,2026-08-31 04:46:58.133,,,0,,,,,CAN=8.725098 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.725688,2026-08-31 04:46:58.133,,,,0,,,,CAN=8.725688 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.726282,2026-08-31 04:46:58.134,,,,,0,0,0,CAN=8.726282 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.743995,2026-08-31 04:46:58.151,0,,,,,,,CAN=8.743995 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.764063,2026-08-31 04:46:58.172,0,,,,,,,CAN=8.764063 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.774097,2026-08-31 04:46:58.182,,0,,,,,,CAN=8.774097 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.78413,2026-08-31 04:46:58.192,0,,,,,,,CAN=8.78413 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.804203,2026-08-31 04:46:58.212,0,,,,,,,CAN=8.804203 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.824268,2026-08-31 04:46:58.232,0,,,,,,,CAN=8.824268 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.82485,2026-08-31 04:46:58.232,,0,,,,,,CAN=8.82485 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.82544,2026-08-31 04:46:58.233,,,0,,,,,CAN=8.82544 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.82603,2026-08-31 04:46:58.234,,,,0,,,,CAN=8.82603 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.826624,2026-08-31 04:46:58.234,,,,,0,0,0,CAN=8.826624 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.844338,2026-08-31 04:46:58.252,0,,,,,,,CAN=8.844338 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.864408,2026-08-31 04:46:58.272,0,,,,,,,CAN=8.864408 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.874447,2026-08-31 04:46:58.282,,0,,,,,,CAN=8.874447 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.884482,2026-08-31 04:46:58.292,0,,,,,,,CAN=8.884482 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.904548,2026-08-31 04:46:58.312,0,,,,,,,CAN=8.904548 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.924619,2026-08-31 04:46:58.332,0,,,,,,,CAN=8.924619 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.925201,2026-08-31 04:46:58.333,,0,,,,,,CAN=8.925201 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.925791,2026-08-31 04:46:58.333,,,0,,,,,CAN=8.925791 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
8.926381,2026-08-31 04:46:58.334,,,,0,,,,CAN=8.926381 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
8.926975,2026-08-31 04:46:58.334,,,,,0,0,0,CAN=8.926975 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
8.944694,2026-08-31 04:46:58.352,0,,,,,,,CAN=8.944694 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.964766,2026-08-31 04:46:58.372,0,,,,,,,CAN=8.964766 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
8.974797,2026-08-31 04:46:58.382,,0,,,,,,CAN=8.974797 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
8.984836,2026-08-31 04:46:58.392,0,,,,,,,CAN=8.984836 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.004907,2026-08-31 04:46:58.412,0,,,,,,,CAN=9.004907 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.024978,2026-08-31 04:46:58.432,0,,,,,,,CAN=9.024978 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.02556,2026-08-31 04:46:58.433,,0,,,,,,CAN=9.02556 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.02615,2026-08-31 04:46:58.434,,,0,,,,,CAN=9.02615 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
9.02674,2026-08-31 04:46:58.434,,,,0,,,,CAN=9.02674 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
9.027334,2026-08-31 04:46:58.435,,,,,0,0,0,CAN=9.027334 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
9.045044,2026-08-31 04:46:58.453,0,,,,,,,CAN=9.045044 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.065123,2026-08-31 04:46:58.473,0,,,,,,,CAN=9.065123 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.075154,2026-08-31 04:46:58.483,,0,,,,,,CAN=9.075154 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.08519,2026-08-31 04:46:58.493,0,,,,,,,CAN=9.08519 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.105261,2026-08-31 04:46:58.513,0,,,,,,,CAN=9.105261 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.125336,2026-08-31 04:46:58.533,0,,,,,,,CAN=9.125336 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.125918,2026-08-31 04:46:58.533,,0,,,,,,CAN=9.125918 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.126508,2026-08-31 04:46:58.534,,,0,,,,,CAN=9.126508 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
9.127098,2026-08-31 04:46:58.535,,,,0,,,,CAN=9.127098 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
9.127692,2026-08-31 04:46:58.535,,,,,0,0,0,CAN=9.127692 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
9.145406,2026-08-31 04:46:58.553,0,,,,,,,CAN=9.145406 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.165473,2026-08-31 04:46:58.573,0,,,,,,,CAN=9.165473 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.175508,2026-08-31 04:46:58.583,,0,,,,,,CAN=9.175508 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.185544,2026-08-31 04:46:58.593,0,,,,,,,CAN=9.185544 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.205619,2026-08-31 04:46:58.613,0,,,,,,,CAN=9.205619 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.225685,2026-08-31 04:46:58.633,0,,,,,,,CAN=9.225685 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.226267,2026-08-31 04:46:58.634,,0,,,,,,CAN=9.226267 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.226857,2026-08-31 04:46:58.634,,,0,,,,,CAN=9.226857 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
9.227447,2026-08-31 04:46:58.635,,,,0,,,,CAN=9.227447 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
9.228041,2026-08-31 04:46:58.636,,,,,0,0,0,CAN=9.228041 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
9.245754,2026-08-31 04:46:58.653,0,,,,,,,CAN=9.245754 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.265828,2026-08-31 04:46:58.673,0,,,,,,,CAN=9.265828 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.275863,2026-08-31 04:46:58.683,,0,,,,,,CAN=9.275863 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
9.285898,2026-08-31 04:46:58.693,0,,,,,,,CAN=9.285898 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.305969,2026-08-31 04:46:58.713,0,,,,,,,CAN=9.305969 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
9.326035,2026-08-31 04:46:58.734,0,,,,,,,CAN=9.326035 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
